order_id,step,status,timestamp,location
21,4,"Shipment has departed from a DHL facility HONG KONG - HONG KONG SAR, CHINA",2025-02-06T05:44+08:00,"HONG KONG , HONG KONG SAR, CHINA"
21,5,Shipment is in transit to destination,2025-02-06T20:09+00:00,"EAST MIDLANDS , UK"
21,6,Shipment has departed from a DHL facility EAST MIDLANDS - UK,2025-02-06T20:10+00:00,"EAST MIDLANDS , UK"
21,7,Arrived at DHL Sort Facility  LEIPZIG - GERMANY,2025-02-06T23:28+01:00,"LEIPZIG , GERMANY"
21,8,Processed at LEIPZIG - GERMANY,2025-02-07T00:34+01:00,"LEIPZIG , GERMANY"
21,9,Shipment has departed from a DHL facility LEIPZIG - GERMANY,2025-02-07T04:20+01:00,"LEIPZIG , GERMANY"
21,10,Arrived at DHL Sort Facility  BRESCIA - ITALY,2025-02-07T06:28+01:00,"BRESCIA , ITALY"
21,11,Processed at BRESCIA - ITALY,2025-02-07T06:42+01:00,"BRESCIA , ITALY"
21,12,Shipment has departed from a DHL facility BRESCIA - ITALY,2025-02-07T07:13+01:00,"BRESCIA , ITALY"
21,13,Arrived at DHL Delivery Facility  BERGAMO - ITALY,2025-02-07T08:10+01:00,"BERGAMO , ITALY"
21,14,Shipment is out with courier for delivery,2025-02-07T10:18+01:00,"BERGAMO , ITALY"
21,15,Delivered,2025-02-07T14:36+01:00,"GAZZANIGA, IT"
11,1,Shipment picked up,2025-01-31T16:41+01:00,"BRATISLAVA , SLOVAKIA"
11,2,Arrived at DHL Sort Facility  BRATISLAVA - SLOVAKIA,2025-01-31T19:15+01:00,"BRATISLAVA , SLOVAKIA"
11,3,Processed at BRATISLAVA - SLOVAKIA,2025-01-31T20:43+01:00,"BRATISLAVA , SLOVAKIA"
11,4,Shipment has departed from a DHL facility BRATISLAVA - SLOVAKIA,2025-01-31T22:58+01:00,"BRATISLAVA , SLOVAKIA"
11,5,Arrived at DHL Sort Facility  LEIPZIG - GERMANY,2025-02-01T00:26+01:00,"LEIPZIG , GERMANY"
11,6,Processed at LEIPZIG - GERMANY,2025-02-01T01:01+01:00,"LEIPZIG , GERMANY"
11,7,Scheduled to depart on the next planned movement,2025-02-01T06:15+01:00,"LEIPZIG , GERMANY"
11,8,Shipment has departed from a DHL facility LEIPZIG - GERMANY,2025-02-03T01:28+01:00,"LEIPZIG , GERMANY"
11,9,Arrived at DHL Sort Facility  BRESCIA - ITALY,2025-02-03T03:15+01:00,"BRESCIA , ITALY"
11,10,Processed at BRESCIA - ITALY,2025-02-03T03:24+01:00,"BRESCIA , ITALY"
11,11,Shipment has departed from a DHL facility BRESCIA - ITALY,2025-02-03T04:44+01:00,"BRESCIA , ITALY"
11,12,Arrived at DHL Delivery Facility  BERGAMO - ITALY,2025-02-03T05:35+01:00,"BERGAMO , ITALY"
11,13,Processed at BERGAMO - ITALY,2025-02-03T06:50+01:00,"BERGAMO , ITALY"
11,14,Shipment is out with courier for delivery,2025-02-03T09:05+01:00,"BERGAMO , ITALY"
11,15,Delivered,2025-02-03T11:24+01:00,"GAZZANIGA, IT"
13,1,Shipment picked up,2025-02-04T18:33+01:00,"GDANSK , POLAND"
13,2,Processed at GDANSK - POLAND,2025-02-04T21:34+01:00,"GDANSK , POLAND"
13,3,Shipment has departed from a DHL facility GDANSK - POLAND,2025-02-04T22:24+01:00,"GDANSK , POLAND"
13,4,Arrived at DHL Sort Facility  LEIPZIG - GERMANY,2025-02-05T00:20+01:00,"LEIPZIG , GERMANY"
13,5,Processed at LEIPZIG - GERMANY,2025-02-05T00:44+01:00,"LEIPZIG , GERMANY"
13,6,Shipment has departed from a DHL facility LEIPZIG - GERMANY,2025-02-05T04:53+01:00,"LEIPZIG , GERMANY"
13,7,Arrived at DHL Sort Facility  BRESCIA - ITALY,2025-02-05T06:28+01:00,"BRESCIA , ITALY"
13,8,Processed at BRESCIA - ITALY,2025-02-05T06:39+01:00,"BRESCIA , ITALY"
13,9,Shipment has departed from a DHL facility BRESCIA - ITALY,2025-02-05T07:13+01:00,"BRESCIA , ITALY"
13,10,Arrived at DHL Delivery Facility  BERGAMO - ITALY,2025-02-05T08:12+01:00,"BERGAMO , ITALY"
13,11,Processed at BERGAMO - ITALY,2025-02-05T08:42+01:00,"BERGAMO , ITALY"
13,12,Shipment is out with courier for delivery,2025-02-05T09:05+01:00,"BERGAMO , ITALY"
13,13,Delivered,2025-02-05T15:59+01:00,"GAZZANIGA, IT"
14,1,Shipment picked up,2025-02-05T18:32+01:00,"GDANSK , POLAND"
14,2,Processed at GDANSK - POLAND,2025-02-05T21:34+01:00,"GDANSK , POLAND"
14,3,Shipment has departed from a DHL facility GDANSK - POLAND,2025-02-05T22:24+01:00,"GDANSK , POLAND"
14,4,Arrived at DHL Sort Facility  LEIPZIG - GERMANY,2025-02-06T00:01+01:00,"LEIPZIG , GERMANY"
14,5,Processed at LEIPZIG - GERMANY,2025-02-06T00:20+01:00,"LEIPZIG , GERMANY"
14,6,Shipment has departed from a DHL facility LEIPZIG - GERMANY,2025-02-06T04:31+01:00,"LEIPZIG , GERMANY"
14,7,Arrived at DHL Sort Facility  BRESCIA - ITALY,2025-02-06T06:03+01:00,"BRESCIA , ITALY"
14,8,Processed at BRESCIA - ITALY,2025-02-06T06:21+01:00,"BRESCIA , ITALY"
14,9,Shipment has departed from a DHL facility BRESCIA - ITALY,2025-02-06T07:12+01:00,"BRESCIA , ITALY"
14,10,Arrived at DHL Delivery Facility  BERGAMO - ITALY,2025-02-06T08:12+01:00,"BERGAMO , ITALY"
14,11,Processed at BERGAMO - ITALY,2025-02-06T08:53+01:00,"BERGAMO , ITALY"
14,12,Shipment is out with courier for delivery,2025-02-06T09:14+01:00,"BERGAMO , ITALY"
14,13,Delivered,2025-02-06T11:47+01:00,"GAZZANIGA, IT"
15,1,Shipment picked up,2025-02-03T18:27+01:00,"GDANSK , POLAND"
15,2,Processed at GDANSK - POLAND,2025-02-03T21:33+01:00,"GDANSK , POLAND"
15,3,Shipment has departed from a DHL facility GDANSK - POLAND,2025-02-03T22:11+01:00,"GDANSK , POLAND"
15,4,Arrived at DHL Sort Facility  LEIPZIG - GERMANY,2025-02-04T00:15+01:00,"LEIPZIG , GERMANY"
15,5,Processed at LEIPZIG - GERMANY,2025-02-04T00:35+01:00,"LEIPZIG , GERMANY"
15,6,Shipment has departed from a DHL facility LEIPZIG - GERMANY,2025-02-04T04:51+01:00,"LEIPZIG , GERMANY"
15,7,Arrived at DHL Sort Facility  BRESCIA - ITALY,2025-02-04T06:48+01:00,"BRESCIA , ITALY"
15,8,Processed at BRESCIA - ITALY,2025-02-04T07:17+01:00,"BRESCIA , ITALY"
15,9,Shipment has departed from a DHL facility BRESCIA - ITALY,2025-02-04T07:48+01:00,"BRESCIA , ITALY"
15,10,Arrived at DHL Delivery Facility  BERGAMO - ITALY,2025-02-04T08:50+01:00,"BERGAMO , ITALY"
15,11,Processed at BERGAMO - ITALY,2025-02-04T09:02+01:00,"BERGAMO , ITALY"
15,12,Shipment is out with courier for delivery,2025-02-04T09:09+01:00,"BERGAMO , ITALY"
15,13,Delivered,2025-02-04T11:37+01:00,"GAZZANIGA, IT"
18,1,Shipment information received,2025-01-30T09:30+00:00,"WARSAW , POLAND"
18,2,Arrived at DHL Sort Facility  WARSAW - POLAND,2025-01-30T19:24+01:00,"WARSAW , POLAND"
18,3,Processed at WARSAW - POLAND,2025-01-30T21:23+01:00,"WARSAW , POLAND"
18,4,Shipment has departed from a DHL facility WARSAW - POLAND,2025-01-30T22:08+01:00,"WARSAW , POLAND"
18,5,Arrived at DHL Sort Facility  LEIPZIG - GERMANY,2025-01-30T23:42+01:00,"LEIPZIG , GERMANY"
18,6,Processed at LEIPZIG - GERMANY,2025-01-31T01:17+01:00,"LEIPZIG , GERMANY"
18,7,Shipment has departed from a DHL facility LEIPZIG - GERMANY,2025-01-31T04:22+01:00,"LEIPZIG , GERMANY"
18,8,Arrived at DHL Sort Facility  BRESCIA - ITALY,2025-01-31T05:52+01:00,"BRESCIA , ITALY"
18,9,Processed at BRESCIA - ITALY,2025-01-31T06:26+01:00,"BRESCIA , ITALY"
18,10,Shipment has departed from a DHL facility BRESCIA - ITALY,2025-01-31T07:06+01:00,"BRESCIA , ITALY"
18,11,Arrived at DHL Delivery Facility  BERGAMO - ITALY,2025-01-31T08:03+01:00,"BERGAMO , ITALY"
18,12,Arrived at DHL Sort Facility  BERGAMO - ITALY,2025-01-31T08:07+01:00,"BERGAMO , ITALY"
18,13,Processed at BERGAMO - ITALY,2025-01-31T08:32+01:00,"BERGAMO , ITALY"
18,14,Shipment is out with courier for delivery,2025-01-31T09:19+01:00,"BERGAMO , ITALY"
18,15,Delivered,2025-01-31T11:32+01:00,"GAZZANIGA, IT"
24,1,Shipment picked up,2025-02-14T16:21+08:00,"SHENZHEN , CHINA, PEOPLES REPUBLIC"
24,2,"Arrived at DHL Sort Facility  SHENZHEN - CHINA, PEOPLES REPUBLIC",2025-02-14T21:46+08:00,"SHENZHEN , CHINA, PEOPLES REPUBLIC"
24,3,"Processed at SHENZHEN - CHINA, PEOPLES REPUBLIC",2025-02-14T22:20+08:00,"SHENZHEN , CHINA, PEOPLES REPUBLIC"
24,4,"Shipment has departed from a DHL facility SHENZHEN - CHINA, PEOPLES REPUBLIC",2025-02-14T23:29+08:00,"SHENZHEN , CHINA, PEOPLES REPUBLIC"
24,5,"Arrived at DHL Sort Facility  HONG KONG - HONG KONG SAR, CHINA",2025-02-15T01:15+08:00,"HONG KONG , HONG KONG SAR, CHINA"
24,6,"Processed at HONG KONG - HONG KONG SAR, CHINA",2025-02-15T05:49+08:00,"HONG KONG , HONG KONG SAR, CHINA"
24,7,"Shipment has departed from a DHL facility HONG KONG - HONG KONG SAR, CHINA",2025-02-15T06:37+08:00,"HONG KONG , HONG KONG SAR, CHINA"
24,8,Arrived at DHL Sort Facility  FRANKFURT - GERMANY,2025-02-15T18:58+01:00,"FRANKFURT , GERMANY"
24,9,Shipment has departed from a DHL facility FRANKFURT - GERMANY,2025-02-15T22:33+01:00,"FRANKFURT , GERMANY"
24,10,Shipment is in transit to destination,2025-02-15T22:33+01:00,"FRANKFURT , GERMANY"
24,11,Arrived at DHL Sort Facility  LEIPZIG - GERMANY,2025-02-16T15:32+01:00,"LEIPZIG , GERMANY"
24,12,Processed at LEIPZIG - GERMANY,2025-02-16T15:58+01:00,"LEIPZIG , GERMANY"
24,13,Shipment has departed from a DHL facility LEIPZIG - GERMANY,2025-02-17T01:11+01:00,"LEIPZIG , GERMANY"
24,14,Arrived at DHL Sort Facility  BRESCIA - ITALY,2025-02-17T03:19+01:00,"BRESCIA , ITALY"
24,15,Processed at BRESCIA - ITALY,2025-02-17T03:29+01:00,"BRESCIA , ITALY"
24,16,Shipment has departed from a DHL facility BRESCIA - ITALY,2025-02-17T04:11+01:00,"BRESCIA , ITALY"
24,17,Arrived at DHL Delivery Facility  BERGAMO - ITALY,2025-02-17T05:19+01:00,"BERGAMO , ITALY"
24,18,Shipment is out with courier for delivery,2025-02-17T09:11+01:00,"BERGAMO , ITALY"
24,19,Delivered,2025-02-17T11:36+01:00,"GAZZANIGA, IT"
6,1,Arrivato nel centro,2025-01-13T19:15+00:00,"Leeds, United Kingdom"
6,2,Partito dal centro,2025-01-13T19:45+00:00,"Leeds, United Kingdom"
6,3,Scansione esportazione,2025-01-13T21:21+00:00,"Castle Donington, United Kingdom"
6,4,Partito dal centro,2025-01-13T22:25+00:00,"Castle Donington, United Kingdom"
6,5,Arrivato nel centro,2025-01-13T23:37+01:00,"Koeln, Germany"
6,6,Scansione importazione,2025-01-14T00:59+01:00,"Koeln, Germany"
6,7,Partito dal centro,2025-01-14T03:30+01:00,"Koeln, Germany"
6,8,Arrivato nel centro,2025-01-14T04:20+01:00,"Seriate, Italy"
6,9,Partito dal centro,2025-01-14T05:44+01:00,"Seriate, Italy"
6,10,Arrivato nel centro,2025-01-14T05:48+01:00,"Treviolo, Italy"
6,11,In consegna,2025-01-14T06:09+01:00,"Treviolo, Italy"
6,12,CONSEGNATO ,2025-01-14T09:42+01:00,"GAZZANIGA, IT"
10,1,Arrivato nel centro,2025-01-21T18:46+00:00,"Leeds, United Kingdom"
10,2,Partito dal centro,2025-01-21T19:45+00:00,"Leeds, United Kingdom"
10,3,Il ritardo &#232; causato dalla mancanza di dati di spedizione. Stiamo aspettando che il mittente carichi i dati elettronici.,2025-01-22T02:17+00:00,"Castle Donington, United Kingdom"
10,4,Scansione esportazione,2025-01-22T19:55+00:00,"Castle Donington, United Kingdom"
10,5,Partito dal centro,2025-01-22T21:48+00:00,"Castle Donington, United Kingdom"
10,6,Arrivato nel centro,2025-01-22T23:10+01:00,"Koeln, Germany"
10,7,Scansione importazione,2025-01-23T00:18+01:00,"Koeln, Germany"
10,8,Partito dal centro,2025-01-23T01:40+01:00,"Koeln, Germany"
10,9,Arrivato nel centro,2025-01-23T02:55+01:00,"Seriate, Italy"
10,10,Partito dal centro,2025-01-23T04:57+01:00,"Seriate, Italy"
10,11,Arrivato nel centro,2025-01-23T04:59+01:00,"Treviolo, Italy"
10,12,In consegna,2025-01-23T07:07+01:00,"Treviolo, Italy"
10,13,CONSEGNATO ,2025-01-23T09:59+01:00,"GAZZANIGA, IT"
20,1,Arrivato nel centro,2025-01-31T19:03+00:00,"Leeds, United Kingdom"
20,2,Partito dal centro,2025-01-31T19:45+00:00,"Leeds, United Kingdom"
20,3,Scansione esportazione,2025-01-31T21:01+00:00,"Castle Donington, United Kingdom"
20,4,Partito dal centro,2025-01-31T21:48+00:00,"Castle Donington, United Kingdom"
20,5,Arrivato nel centro,2025-01-31T23:07+01:00,"Koeln, Germany"
20,6,Scansione importazione,2025-02-01T00:03+01:00,"Koeln, Germany"
20,7,Partito dal centro,2025-02-02T23:45+01:00,"Koeln, Germany"
20,8,Arrivato nel centro,2025-02-03T00:57+01:00,"Seriate, Italy"
20,9,Partito dal centro,2025-02-03T02:56+01:00,"Seriate, Italy"
20,10,Arrivato nel centro,2025-02-03T05:00+01:00,"Treviolo, Italy"
20,11,In consegna,2025-02-03T06:02+01:00,"Treviolo, Italy"
20,12,CONSEGNATO ,2025-02-03T10:50+01:00,"GAZZANIGA, IT"
25,1,Arrivato nel centro,2025-02-12T18:35+00:00,"Leeds, United Kingdom"
25,2,Scansione esportazione,2025-02-12T20:47+00:00,"Castle Donington, United Kingdom"
25,3,Partito dal centro,2025-02-12T22:03+00:00,"Castle Donington, United Kingdom"
25,4,Arrivato nel centro,2025-02-12T23:30+01:00,"Koeln, Germany"
25,5,Scansione importazione,2025-02-13T00:12+01:00,"Koeln, Germany"
25,6,Partito dal centro,2025-02-13T03:30+01:00,"Koeln, Germany"
25,7,Arrivato nel centro,2025-02-13T04:11+01:00,"Seriate, Italy"
25,8,Partito dal centro,2025-02-13T05:17+01:00,"Seriate, Italy"
25,9,Arrivato nel centro,2025-02-13T05:21+01:00,"Treviolo, Italy"
25,10,In consegna,2025-02-13T05:40+01:00,"Treviolo, Italy"
25,11,CONSEGNATO ,2025-02-13T09:58+01:00,"GAZZANIGA, IT"
4,1,Arrived at Facility,2025-01-13T12:08-05:00,"Thief River Falls, MN, US"
4,2,Departed from Facility,2025-01-13T13:10-05:00,"Thief River Falls, MN, US"
4,3,Departed from Facility,2025-01-13T22:08-05:00,"Fargo, ND, US"
4,4,Arrived at Facility,2025-01-14T01:09-05:00,"Louisville, KY, US"
4,5,Export Scan,2025-01-14T02:39-05:00,"Louisville, KY, US"
4,6,Departed from Facility,2025-01-14T06:07-05:00,"Louisville, KY, US"
